"seg_id","year_","district","cosite","roadway","desc_frm","desc_to","aadt","aadtflg","kflg","k100flg","dflg","tflg","countydot","county","mng_dist","begin_post","end_post","kfctr","k100fctr","dfctr","tfctr","shape_leng","geom"
1655,2019,"5","792055","79110008","SR-472","I-4/SR-400",15500,"C","F","F","W","F","79","Volusia","5",0,0.13,9,0,99.9,4.4,210.6381,"0102000000070000002BA1BB0C318021410B7C45734FA33941A20E2BA4708021417904378E13A3394188307E129A8021419204E1F6E3A239416B9C4D1F9C802141C89926D0ADA239414F79747B9A80214136AE7FD776A23941E96168BD7C8021413E97A97D38A13941AF93FACA6E802141DFC14FE8A8A03941"
3704,2019,"5","790436","79180000","BOTEFUHR AVE","SILVER BEACH AVE",13500,"C","F","F","F","A","79","Volusia","5",5.184,5.882,9,0,59,5.8,1123.1141,"01020000000B000000D1402C1BF10E244173F38D849D023B41B72A896CBF0C2441A01B9AEA3F053B416C98A1C1D20924415000C5C897083B4149861C03310824418B37326B690A3B41677C5F947F072441EC134021260B3B418DB79556EB062441F8DEDFB0DC0B3B414ACFF4DAE1042441CB9F6F074B0E3B4119726C457A042441272F320DB40E3B41CB694F61060424412D944C96110F3B41B51666199B032441DCF3FCF14F0F3B41DDEC0F3CFC02244192EA3B9BAB0F3B41"
1669,2019,"5","791017","79190000","SR-421/DUNLAWTON AVE","REED CANAL RD",27000,"F","F","F","F","F","79","Volusia","5",2.521,4.576,9,0,59,4.4,3310.7298,"010200000021000000FE5F752CC6F92341C900500151973A415723BB5290F923415FB69D4289973A416F66F40BF2F823417044F7FC2A983A41FC1BB4A7C7F723410D384BF55C993A4154AD85011EF72341DA739916059A3A412769FE10DFF6234185B185001A9A3A41B612BACBEAF52341A9BEF3231D9B3A411024EF0432F023417CEE04FFF8A03A413999B84D45EF2341363B52C1E7A13A41914770F38EEE2341ED9FA72998A23A41884CF99800EE234183A10EE71DA33A41F376844B94ED23418A92905C80A33A412C616D4CCCEC23417825C9332AA43A41DC10E3DD3AEC2341BA4BE238B3A43A4167D13BA531EB2341CCB73EFCC1A53A41AF44A092EDE62341A27DAC901AAA3A41FCAA5CA06FE62341569E40B0A7AA3A415A0F5F8E1CE6234108E4121F21AB3A414DBF44C4D1E52341D02A33B99DAB3A4183177D3DEFE523413ECDC93BBDAB3A41F12C4176A7E52341AC36FF6B3BAC3A4181B0537463E52341B3994346AEAC3A41E7FEEA892BE52341B56FEEB309AD3A4174232CD2ECE423413E0801E957AD3A4111E4A004A2E423412A38BC34B2AD3A41718E3A5244E423411310939C1BAE3A411BD6544E08E32341B763EAAE7FAF3A418E77474E27E22341556CCCBF7AB03A41261E505E81DE23415B7A347D49B43A419D465AF24FDC2341764F1E8288B63A414182E2B7B1D923414E7FF6AB50B93A41A3CD71062DD623416D01A1E5EABC3A4108AEF28485D5234162BF270294BD3A41"
1673,2019,"5","790484","79110000","SEMINOLE CO LINE","SAXON BLVD EB",111000,"C","F","F","F","F","79","Volusia","5",0,6.346,9,0,55.3,6.5,10212.7889,"0102000000180000005304383D79E12041F5824F73DBF438410397C772F3E1204196E9979420F538413D29930AADEE20417F5017F549FC3841B2A19B5593F620411021AED8C6003941E1421E7170F920410F7C0CAE70023941280AF4A951FA2041E0844244000339412FA358D629FE204123111A815A053941A0522512AC00214119FED345DD0639418FC36086351A21410E492DD83C153941ABE80FAD34382141618BDD823426394193AB5834223A2141AEA069E964273941FB05BBC9413B2141707A17D333283941247CEFA7043C2141DA71C397CC28394108E57DFCE13C21415C55F60D8D293941D3F8857F073E21413C11C415922A394170B20D34DB3E2141C4D1553A742B39416765FB20A53F2141C7681DFD612C394100A94D2C57402141A7583514502D3941618A728170412141BB48A150072F394184BA4801854321414D81CC42BE323941BD361B630E4C21414E0CC941D741394115580003F459214153211E85845A39417DEBC3EAEB5D21414BE5ED949761394118CE35A4675F2141111AC1A625643941"
1687,2019,"5","790516","79070002","N/A","SR-44/LYTLE AVE",5100,"F","F","F","F","F","79","Volusia","5",0.09,0.142,9,0,99.9,3.3,83.8812,"01020000000500000028B9C3E6559C24419AB2D39F9BF839410B28D4F3329C2441598AE4CB8EF839412A9144CF749B2441FF0582284DF8394106A1BC87019B2441520DFB6927F839410C5A4888899A244189D2DEF404F83941"
1691,2019,"5","795190","79210000","QUEEN PALM DR","US-1/SR-5",18000,"C","F","F","F","A","79","Volusia","5",2.992,3.972,9,0,59,12,1579.1211,"01020000000C000000946A9FF6A9E52441A6F276E818B3394132AD4DD3B3E524414A5F08D11AB33941D3BCE33420F72441F451469C7BB639410F4581D629F82441DBA4A239B4B63941F833BCC156F924411959323FFDB63941514F1FD962FA2441AB5CA8103EB73941F6ECB924CFFB244123BC3DB49FB73941EDB776D25C0125419818CB7C2CB939414774CF2AAB012541C2F869B02CB9394101DE0261B0092541C710008468BB394184B872DEFC09254102D3697D8FBB394151A390142C0A2541A1F4858CA9BB3941"
1730,2019,"5","792042","79110007","DEBARY AVE","SR-400",3500,"C","F","F","W","F","79","Volusia","5",0,0.276,9,0,99.9,4.4,427.3906,"01020000000F00000079910948F7462141C8410957712D394121E4BCF7F3462141F9DC09FAB12D394116C3D5F9D9462141780C8F59AC2F394110EA22A5CF46214173F38D48DE2F3941F52B9DA7AD4621419A27D7F80D303941CF31205B75462141F792C6E437303941A8DF857D2D46214143ACFE9C63303941376C5BF4C144214128D368A62B313941187B2F7E76442141B8770D2A59313941A0DD21CD3B4421418716D916833139416616A1480E4421416E693568AF313941FB3E1C8CEB432141C8EF6DBADB313941E76D6C2ED74321415132390D05323941768D969BC7432141520ABA9132323941FA9CBB75C74321410FB56D646B323941"
1746,2019,"5","790523","79100000","N/A","N/A",13700,"C","F","F","F","A","79","Volusia","5",23.287,25.501,9,0,59,15.5,3562.4731,"0102000000200000004FCE5024776B22414CFA7BB93D4F3B413B191C95C26B22412920ED9B1D4F3B4185EE92C8566C22415A846227E64E3B41F8A75489026D22413BFC3549AA4E3B414B3D0B72A66D2241276A69C2764E3B412F6CCDCE316E22419F93DE7F4F4E3B4114AE4791DD6E22412E58AA4B254E3B41D449B6D2A36F224195EF191DFA4D3B41753925B049702241A0C552B4DA4D3B418DB62A51FC702241B56CADBBBE4D3B416616A1E8B0712241B378B1B4A54D3B4163EC84E74F72224194F8DC09944D3B41CF15A50CE772224136B05556844D3B4115C957CA9373224170B03711784D3B416AF8167E03912241424129CA5A4B3B4134F5BAC55DA32241547078250A4A3B41B0AD9F9666B5224110E7E168BE483B413866D96B43B62241D4F203A7B1483B4114CB2DC504B722411FDAC74EA9483B4144BFB6EECFB72241FE4811E9A3483B410D384B9980B82241ED9E3C70A2483B41E99C9FF241B92241FE4811E9A3483B410CAF24F115BA2241A8902BD1A8483B414985B145D8BA2241842BA024B2483B415320B3BB93BB224160AE45EBBD483B4141F2CE1954BC22410E130D22CD483B41D157903E20BD22413E3DB645E0483B41A1DAE06CEABD2241BE16F45EF5483B417635794292BE2241C022BFF20B493B41BFB5136D78C42241E8BB5B09E9493B411152B793CBC42241D93D79B4F4493B419CFA40E2EAC42241C8B2607AF9493B41"
1751,2019,"5","794003","79190007","8TH ST","SR-5A/NOVA RD",550,"C","F","F","F","A","79","Volusia","5",0,0.14,9,0,59,9.8,223.7157,"0102000000070000003ACB2C2A0E7F2341DAC8752F522C3B41261AA448FA7C2341FD12F1CE732E3B4162DA3797F47C23411AC1C6E17E2E3B41ECDB4984EB7C234138859586902E3B41B4226AF2F47C23410036200AA52E3B411AC40756147D2341ACFE0817B72E3B41C138B8BC717D2341EA944757CF2E3B41"
1753,2019,"5","791009","79120000","LK ASHBY RD","SR-44",12200,"C","F","F","F","A","79","Volusia","5",12.277,17.59,9.5,0,59,14.2,8549.9726,"01020000000B0000000F7F4D4E0B04234131259210A18F39416397A84E670423419065C150EC8F3941C138B8B4551A2341D6AC33D2CDA139417F4FAC1B342F234164247B0CECB239414240BE64AB3C2341273273BDFABC3941FB5B0228CF4D2341179AEB7CC4C93941DE3CD5D1A14E2341B281744D85CA39414B1FBA383A4F2341F6B2EDB435CB394136C98F38AA4F2341E65DF564E9CB39411F4B1F0AFB4F2341118FC463C9CC394166FA25DA425A2341D82C975DF2F13941"
1797,2019,"5","795121","79080000","SR-430/SEABREEZE BLD","HARVARD AVE",18700,"C","F","F","F","A","79","Volusia","5",2.433,4.962,9,0,59,8.8,4067.8011,"010200000016000000C4AF586330E72341BEF8A2C5B7303B41C2DCEE6D2FE72341F04FA992B7303B41483481BA30E52341412AC50619333B412F1686D835DF234145477281383A3B410BD121B0EDD72341DE037493D8423B41EDB8E1D76AD4234195F0842208473B41B03907D7EED223414FAC53DDEE483B414F965A2F75CC2341CEDDAEEFFF503B41B7B6F0F4C0CA23417786A9793C533B4166683C193FCA2341C9C9C425DF533B41DAE6C6A4CFC923411D5A649F57543B41EF0225D5C2C92341D236FE308A543B41FD32181B5AC9234120425C41E4543B41EC8A1971DCC82341DDE9CE3343553B418DD47B8A1EC8234175779D91C1553B41721937AD08C723419AE95E777F563B41D2AC6C0784C6234187A581FBEA563B41D60110DF27C62341D40D14103E573B410D39B686C7C5234145B75E4BA3573B4181CF0FD3ADC32341508BC1BF0E5A3B41F88903600ABE234165C746648B603B415455685008BE2341C3D7D7D28D603B41"
1802,2019,"5","795196","79220001","N BEACH ST","N HALIFAX AVE",11250,"F","F","F","F","F","79","Volusia","5",0,0.616,9,0,99.9,4.4,997.9096,"010200000015000000B9895AE29FC32341ADFBC786A2263B41D9EA72C204C423413909A553BC263B416D3CD8A2DAC52341E14389EA48273B4117A06D3D34C72341A0FF1E54B6273B415987A303F5C723414582A93EF2273B4137C64E009AC82341944DB92221283B41BBB9F8D353C92341C2120F8053283B418CF6789935CA2341A911FA9987283B4126E5EE6B31CB234116A58484C3283B414FCB0F4C26CC23415F268A54EC283B410326708BEACC23416DC669100F293B41806610D7E9CD23419FC9FEED30293B41BEA43182D2D32341855E7F92F2293B417575C7DAEBD42341965B5AE9172A3B4162BEBC18F2D52341BC79AA97412A3B410DFB3D49FFD62341BD3445246C2A3B41FC50691CDAD7234154C6BF4B992A3B41AF09694DC6D823410EBBEF94C52A3B416FA0C0FBA1D92341355D4FDCFC2A3B4196E997F829DB2341E7C3B358682B3B41B7D3D6E02BDB23416FA0C0CF682B3B41"
1804,2019,"5","798157","79120001","SR-44","PIONEER TRL",1350,"C","F","F","F","F","79","Volusia","5",0,2.592,9.5,0,59,9.5,4163.5929,"01020000000C0000004A5D328E368923416FBA65738AF239416F2A520935892341E529AB6DA8F239416FBA659F1B892341A60F5D3C9FF439417216F6B46E8823416AFB57FEFFFC3941D5761394698823417F1475EE4DFE3941EC6CC8170E882341F6D1A90B2D073A4141B802A20B882341809BC577A6083A4114D044D0E287234151D9B02EAC0C3A41C6A86B3D9D872341091A33A9FE133A4198C3EE4B4E87234127A3CAA4D81B3A41622F14E0E78623414E999BF7A0273A41ACFD9DE5CD8623414E9B713AE6273A41"
4672,2019,"5","798055","79000074","SR-5A/S NOVA RD","S CENTER ST",1150,"C","F","F","F","A","79","Volusia","5",0,0.83,9,0,59,6.3,1332.4807,"01020000000400000055A357BBCE4F2341DCF29168BD4E3B41315F5E00EF4F23414147AB02C54E3B41543541FCF967234181936D346F543B416ABFB5CBAE6E2341522CB7B40D563B41"
1826,2019,"5","792058","79110013","I-4/SR-400","ORANGE CAMP RD",1700,"C","F","F","W","F","79","Volusia","5",0,0.355,9,0,99.9,9.5,574.5664,"010200000018000000B075A97917992141FD66625A88CC39418603216111982141BE6BD03F01CB3941333509BEE4972141D7BD1599C6CA39411344DDDFB19721412D93E11890CA3941EB01F3A0749721415C59A27F64CA39416327BC6C1D972141D657574D36CA39413067B693B496214131EBC5D00DCA39417653CAE334962141D5247827EEC9394168CBB9B4A79521413C889DE9D9C93941BA810257159521415AF3E333D4C939411FD8F1278894214127C11B6EDAC93941D7D99097FC932141A9C29F9DF1C9394108AC1CB2809321418E1EBF6F12CA3941575BB1C71B93214158E542D139CA39415245F102CD922141CDEA1D4E65CA3941159161FD83922141EC67B1189DCA39413CDBA35F539221410C1EA6C9D0CA3941016C406C35922141D7C1C1D602CB39412B8716812892214185D041733BCB39418EE6C8E227922141234BE6502ECC39413B545332449221419850C1CD59CC39418FDE708F64922141944A787276CC3941E083D71E8F92214134F8FB2189CC39419ECF805ABF9221416DAE9A8799CC3941"
1856,2019,"5","790516","79070002","SR-44/CANAL ST","N/A",10200,"F","F","F","F","F","79","Volusia","5",0,0.09,9,0,59,3.3,145.0045,"0102000000030000002FFCE044309F24418A20CE53CCF9394136CD3B060E9D2441B3B27D34DFF8394128B9C3E6559C24419AB2D39F9BF83941"
